Timestamp,City,Temperature,Humidity,Pressure,Wind_Speed
2024-01-06 12:00:00+00:00,Karachi,24.3,38,1015.6,5.12
2024-01-06 13:00:00+00:00,Karachi,22.1,43,1016.8,5.03
2024-01-06 14:00:00+00:00,Karachi,21.1,47,1017.6,5.19
2024-01-06 15:00:00+00:00,Karachi,20.2,50,1018.2,5.1
2024-01-06 16:00:00+00:00,Karachi,19.2,55,1018.4,5.3
2024-01-06 17:00:00+00:00,Karachi,18.4,58,1018.5,5.52
2024-01-06 18:00:00+00:00,Karachi,17.7,61,1018.2,5.36
2024-01-06 19:00:00+00:00,Karachi,17.2,62,1017.8,5.2
2024-01-06 20:00:00+00:00,Karachi,16.6,62,1017.6,4.83
2024-01-06 21:00:00+00:00,Karachi,16.2,64,1017.2,4.88
2024-01-06 22:00:00+00:00,Karachi,15.9,65,1017.0,4.95
2024-01-06 23:00:00+00:00,Karachi,15.6,66,1016.7,5.02
2024-01-07 00:00:00+00:00,Karachi,15.2,67,1016.8,5.02
2024-01-07 01:00:00+00:00,Karachi,14.8,67,1017.9,5.17
2024-01-07 02:00:00+00:00,Karachi,14.4,69,1018.5,5.0
2024-01-07 03:00:00+00:00,Karachi,14.7,68,1019.4,4.66
2024-01-07 04:00:00+00:00,Karachi,16.6,61,1020.1,5.2
2024-01-07 05:00:00+00:00,Karachi,19.0,53,1020.7,5.75
2024-01-07 06:00:00+00:00,Karachi,21.2,46,1019.9,6.09
2024-01-07 07:00:00+00:00,Karachi,23.1,39,1018.6,6.14
2024-01-07 08:00:00+00:00,Karachi,24.4,35,1017.2,5.94
2024-01-07 09:00:00+00:00,Karachi,25.2,32,1016.1,5.6
2024-01-07 10:00:00+00:00,Karachi,25.5,30,1015.3,5.14
2024-01-07 11:00:00+00:00,Karachi,25.3,30,1015.0,5.05
2024-01-07 12:00:00+00:00,Karachi,24.5,31,1015.2,5.64
2024-01-07 13:00:00+00:00,Karachi,22.0,38,1015.9,4.87
2024-01-07 14:00:00+00:00,Karachi,20.6,43,1016.8,4.88
2024-01-07 15:00:00+00:00,Karachi,19.4,48,1017.6,4.66
2024-01-07 16:00:00+00:00,Karachi,18.4,52,1018.1,4.31
2024-01-07 17:00:00+00:00,Karachi,17.5,55,1018.5,4.11
2024-01-07 18:00:00+00:00,Karachi,16.8,58,1018.5,3.77
2024-01-07 19:00:00+00:00,Karachi,16.3,59,1018.3,3.74
2024-01-07 20:00:00+00:00,Karachi,15.7,60,1017.7,3.5
2024-01-07 21:00:00+00:00,Karachi,15.3,60,1017.6,3.55
2024-01-07 22:00:00+00:00,Karachi,14.9,61,1017.4,3.78
2024-01-07 23:00:00+00:00,Karachi,14.6,62,1017.3,3.69
2024-01-08 00:00:00+00:00,Karachi,14.4,63,1017.6,3.7
2024-01-08 01:00:00+00:00,Karachi,14.4,63,1018.0,3.56
2024-01-08 02:00:00+00:00,Karachi,14.1,66,1018.5,3.48
2024-01-08 03:00:00+00:00,Karachi,14.7,64,1019.2,3.3
2024-01-08 04:00:00+00:00,Karachi,16.9,55,1019.8,2.58
2024-01-08 05:00:00+00:00,Karachi,20.0,45,1020.0,2.48
2024-01-08 06:00:00+00:00,Karachi,22.5,38,1019.3,1.63
2024-01-08 07:00:00+00:00,Karachi,23.5,41,1018.3,0.9
2024-01-08 08:00:00+00:00,Karachi,24.3,41,1017.0,1.84
2024-01-08 09:00:00+00:00,Karachi,24.6,44,1016.0,3.1
2024-01-08 10:00:00+00:00,Karachi,24.4,47,1015.2,3.71
2024-01-08 11:00:00+00:00,Karachi,24.5,45,1014.8,3.93
2024-01-08 12:00:00+00:00,Karachi,23.9,47,1015.0,4.22
2024-01-08 13:00:00+00:00,Karachi,22.4,56,1016.1,4.98
2024-01-08 14:00:00+00:00,Karachi,21.3,63,1016.6,4.4
2024-01-08 15:00:00+00:00,Karachi,20.5,69,1017.3,3.16
2024-01-08 16:00:00+00:00,Karachi,19.7,71,1018.0,2.62
2024-01-08 17:00:00+00:00,Karachi,19.5,54,1018.3,3.95
2024-01-08 18:00:00+00:00,Karachi,18.6,48,1018.6,4.28
2024-01-08 19:00:00+00:00,Karachi,17.3,53,1018.5,3.58
2024-01-08 20:00:00+00:00,Karachi,16.6,57,1018.3,3.86
2024-01-08 21:00:00+00:00,Karachi,16.1,60,1018.2,4.22
2024-01-08 22:00:00+00:00,Karachi,15.6,65,1017.9,4.48
2024-01-08 23:00:00+00:00,Karachi,15.2,68,1017.9,4.52
2024-01-09 00:00:00+00:00,Karachi,14.9,68,1018.0,4.41
2024-01-09 01:00:00+00:00,Karachi,14.6,69,1018.9,4.22
2024-01-09 02:00:00+00:00,Karachi,14.4,68,1019.6,4.24
2024-01-09 03:00:00+00:00,Karachi,14.8,66,1020.1,4.26
2024-01-09 04:00:00+00:00,Karachi,16.9,57,1020.8,4.46
2024-01-09 05:00:00+00:00,Karachi,19.5,48,1021.2,6.09
2024-01-09 06:00:00+00:00,Karachi,21.9,39,1020.8,7.64
2024-01-09 07:00:00+00:00,Karachi,23.5,31,1019.7,7.72
2024-01-09 08:00:00+00:00,Karachi,24.5,27,1018.5,6.86
2024-01-09 09:00:00+00:00,Karachi,24.8,25,1017.7,6.08
2024-01-09 10:00:00+00:00,Karachi,25.0,25,1017.1,5.89
2024-01-09 11:00:00+00:00,Karachi,24.7,24,1017.0,5.95
2024-01-09 12:00:00+00:00,Karachi,23.8,23,1017.4,6.52
2024-01-09 13:00:00+00:00,Karachi,21.8,28,1018.3,5.6
2024-01-09 14:00:00+00:00,Karachi,20.2,37,1018.9,5.5
2024-01-09 15:00:00+00:00,Karachi,18.9,47,1019.7,5.28
2024-01-09 16:00:00+00:00,Karachi,17.9,53,1020.3,4.85
2024-01-09 17:00:00+00:00,Karachi,17.0,59,1020.7,4.47
2024-01-09 18:00:00+00:00,Karachi,16.2,63,1020.6,4.33
2024-01-09 19:00:00+00:00,Karachi,15.3,65,1020.4,4.37
2024-01-09 20:00:00+00:00,Karachi,14.6,66,1020.1,4.65
2024-01-09 21:00:00+00:00,Karachi,14.1,67,1020.0,4.83
2024-01-09 22:00:00+00:00,Karachi,13.7,68,1019.6,4.66
2024-01-09 23:00:00+00:00,Karachi,13.4,69,1019.0,4.53
2024-01-10 00:00:00+00:00,Karachi,13.1,70,1018.9,4.33
2024-01-10 01:00:00+00:00,Karachi,13.1,71,1019.3,4.61
2024-01-10 02:00:00+00:00,Karachi,12.9,71,1020.0,4.53
2024-01-10 03:00:00+00:00,Karachi,13.4,67,1020.2,4.43
2024-01-10 04:00:00+00:00,Karachi,15.7,57,1021.1,3.89
2024-01-10 05:00:00+00:00,Karachi,18.6,44,1021.1,4.74
2024-01-10 06:00:00+00:00,Karachi,21.3,33,1020.6,5.19
2024-01-10 07:00:00+00:00,Karachi,23.0,26,1019.0,5.03
2024-01-10 08:00:00+00:00,Karachi,24.1,23,1017.6,4.42
2024-01-10 09:00:00+00:00,Karachi,24.8,21,1016.7,3.86
2024-01-10 10:00:00+00:00,Karachi,25.2,20,1016.1,3.72
2024-01-10 11:00:00+00:00,Karachi,25.2,20,1015.5,4.27
2024-01-10 12:00:00+00:00,Karachi,24.7,20,1015.8,4.2
2024-01-10 13:00:00+00:00,Karachi,22.7,25,1016.2,2.31
2024-01-10 14:00:00+00:00,Karachi,20.8,29,1016.9,2.3
2024-01-10 15:00:00+00:00,Karachi,19.0,34,1017.6,1.9
2024-01-10 16:00:00+00:00,Karachi,17.7,39,1018.1,2.01
2024-01-10 17:00:00+00:00,Karachi,16.6,44,1018.3,2.25
2024-01-10 18:00:00+00:00,Karachi,15.7,48,1018.3,2.56
2024-01-10 19:00:00+00:00,Karachi,14.9,52,1018.0,2.97
2024-01-10 20:00:00+00:00,Karachi,14.2,55,1017.8,3.05
2024-01-10 21:00:00+00:00,Karachi,13.4,58,1018.0,2.83
2024-01-10 22:00:00+00:00,Karachi,13.0,60,1017.9,2.95
2024-01-10 23:00:00+00:00,Karachi,12.5,62,1017.6,3.14
2024-01-11 00:00:00+00:00,Karachi,12.1,63,1017.4,3.18
2024-01-11 01:00:00+00:00,Karachi,11.4,67,1018.0,3.34
2024-01-11 02:00:00+00:00,Karachi,11.0,68,1018.5,3.28
2024-01-11 03:00:00+00:00,Karachi,11.6,65,1019.2,2.97
2024-01-11 04:00:00+00:00,Karachi,14.5,53,1019.9,2.33
2024-01-11 05:00:00+00:00,Karachi,18.2,41,1020.3,1.84
2024-01-11 06:00:00+00:00,Karachi,21.3,32,1020.0,2.24
2024-01-11 07:00:00+00:00,Karachi,22.9,27,1018.6,1.55
2024-01-11 08:00:00+00:00,Karachi,24.0,26,1017.2,0.92
2024-01-11 09:00:00+00:00,Karachi,24.7,26,1016.3,0.63
2024-01-11 10:00:00+00:00,Karachi,25.0,26,1015.5,1.49
2024-01-11 11:00:00+00:00,Karachi,24.5,32,1015.4,3.54
2024-01-11 12:00:00+00:00,Karachi,23.9,35,1015.3,3.22
2024-01-11 13:00:00+00:00,Karachi,22.3,43,1015.7,3.6
2024-01-11 14:00:00+00:00,Karachi,21.1,49,1016.1,3.4
2024-01-11 15:00:00+00:00,Karachi,19.7,56,1016.2,2.46
2024-01-11 16:00:00+00:00,Karachi,18.6,62,1016.6,2.34
2024-01-11 17:00:00+00:00,Karachi,17.3,70,1016.8,1.82
2024-01-11 18:00:00+00:00,Karachi,16.4,73,1016.9,2.08
2024-01-11 19:00:00+00:00,Karachi,15.4,74,1016.4,1.63
2024-01-11 20:00:00+00:00,Karachi,14.7,70,1015.9,1.91
2024-01-11 21:00:00+00:00,Karachi,14.3,57,1016.0,2.72
2024-01-11 22:00:00+00:00,Karachi,13.9,47,1015.9,3.0
2024-01-11 23:00:00+00:00,Karachi,13.2,49,1015.5,3.05
2024-01-12 00:00:00+00:00,Karachi,12.6,51,1015.5,3.14
2024-01-12 01:00:00+00:00,Karachi,11.8,58,1016.4,2.95
2024-01-12 02:00:00+00:00,Karachi,11.4,62,1016.8,2.91
2024-01-12 03:00:00+00:00,Karachi,12.1,60,1017.3,2.91
2024-01-12 04:00:00+00:00,Karachi,15.2,48,1018.1,2.51
2024-01-12 05:00:00+00:00,Karachi,19.9,34,1018.6,2.36
2024-01-12 06:00:00+00:00,Karachi,22.8,24,1018.3,2.48
2024-01-12 07:00:00+00:00,Karachi,24.1,23,1017.2,1.7
2024-01-12 08:00:00+00:00,Karachi,24.9,23,1015.9,1.12
2024-01-12 09:00:00+00:00,Karachi,25.2,23,1015.0,0.54
2024-01-12 10:00:00+00:00,Karachi,25.4,24,1014.5,1.84
2024-01-12 11:00:00+00:00,Karachi,24.6,32,1014.0,4.05
2024-01-12 12:00:00+00:00,Karachi,23.3,37,1014.1,4.7
2024-01-12 13:00:00+00:00,Karachi,22.2,45,1014.6,2.94
2024-01-12 14:00:00+00:00,Karachi,21.3,55,1014.9,2.73
2024-01-12 15:00:00+00:00,Karachi,20.3,64,1015.6,3.3
2024-01-12 16:00:00+00:00,Karachi,19.4,71,1016.0,2.73
2024-01-12 17:00:00+00:00,Karachi,17.8,81,1016.2,1.8
2024-01-12 18:00:00+00:00,Karachi,16.7,87,1016.0,1.91
2024-01-12 19:00:00+00:00,Karachi,16.0,90,1015.5,2.38
2024-01-12 20:00:00+00:00,Karachi,15.2,92,1015.0,2.42
2024-01-12 21:00:00+00:00,Karachi,14.5,92,1014.7,2.5
2024-01-12 22:00:00+00:00,Karachi,13.8,92,1014.6,2.83
2024-01-12 23:00:00+00:00,Karachi,13.3,93,1014.5,2.72
2024-01-13 00:00:00+00:00,Karachi,12.9,93,1014.8,2.7
2024-01-13 01:00:00+00:00,Karachi,11.9,92,1015.5,2.62
2024-01-13 02:00:00+00:00,Karachi,11.6,92,1016.0,2.28
2024-01-13 03:00:00+00:00,Karachi,12.7,88,1016.4,2.34
2024-01-13 04:00:00+00:00,Karachi,15.6,77,1017.3,1.79
2024-01-13 05:00:00+00:00,Karachi,19.3,67,1018.0,1.28
2024-01-13 06:00:00+00:00,Karachi,21.4,64,1017.7,0.5
2024-01-13 07:00:00+00:00,Karachi,22.8,61,1016.6,1.63
2024-01-13 08:00:00+00:00,Karachi,23.6,58,1015.4,2.92
2024-01-13 09:00:00+00:00,Karachi,24.2,55,1014.8,3.86
2024-01-13 10:00:00+00:00,Karachi,24.6,47,1014.1,4.7
2024-01-13 11:00:00+00:00,Karachi,24.5,42,1013.8,4.95
2024-01-13 12:00:00+00:00,Karachi,23.5,46,1014.0,4.67
2024-01-13 13:00:00+00:00,Karachi,22.0,64,1014.4,4.1
2024-01-13 14:00:00+00:00,Karachi,21.0,74,1014.7,2.73
2024-01-13 15:00:00+00:00,Karachi,20.3,80,1015.4,2.15
2024-01-13 16:00:00+00:00,Karachi,19.5,87,1015.8,2.02
2024-01-13 17:00:00+00:00,Karachi,18.8,92,1016.0,1.77
2024-01-13 18:00:00+00:00,Karachi,19.6,89,1015.8,1.03
2024-01-13 19:00:00+00:00,Karachi,19.6,88,1015.5,0.85
2024-01-13 20:00:00+00:00,Karachi,19.1,90,1015.2,0.94
2024-01-13 21:00:00+00:00,Karachi,19.0,89,1015.3,1.06
2024-01-13 22:00:00+00:00,Karachi,18.0,91,1015.2,1.33
2024-01-13 23:00:00+00:00,Karachi,16.3,96,1014.9,1.88
2024-01-14 00:00:00+00:00,Karachi,16.0,97,1015.1,2.55
2024-01-14 01:00:00+00:00,Karachi,14.9,97,1015.8,2.52
2024-01-14 02:00:00+00:00,Karachi,15.1,96,1016.4,2.33
2024-01-14 03:00:00+00:00,Karachi,16.3,91,1016.8,2.44
2024-01-14 04:00:00+00:00,Karachi,18.5,83,1017.7,2.48
2024-01-14 05:00:00+00:00,Karachi,21.3,75,1018.2,2.1
2024-01-14 06:00:00+00:00,Karachi,23.2,68,1018.1,1.66
2024-01-14 07:00:00+00:00,Karachi,24.0,64,1017.3,0.2
2024-01-14 08:00:00+00:00,Karachi,25.0,58,1016.1,1.8
2024-01-14 09:00:00+00:00,Karachi,25.4,55,1015.3,3.02
2024-01-14 10:00:00+00:00,Karachi,24.7,64,1015.0,4.8
2024-01-14 11:00:00+00:00,Karachi,24.1,66,1014.8,4.38
2024-01-14 12:00:00+00:00,Karachi,24.1,62,1015.0,3.85
2024-01-14 13:00:00+00:00,Karachi,23.2,68,1015.7,2.64
2024-01-14 14:00:00+00:00,Karachi,22.3,77,1016.4,2.75
2024-01-14 15:00:00+00:00,Karachi,21.6,80,1016.8,2.41
2024-01-14 16:00:00+00:00,Karachi,20.8,82,1017.4,2.04
2024-01-14 17:00:00+00:00,Karachi,19.9,86,1017.6,1.12
2024-01-14 18:00:00+00:00,Karachi,19.4,88,1017.5,2.37
2024-01-14 19:00:00+00:00,Karachi,18.5,91,1016.9,1.56
2024-01-14 20:00:00+00:00,Karachi,17.7,86,1016.7,2.11
2024-01-14 21:00:00+00:00,Karachi,16.9,74,1016.4,2.15
2024-01-14 22:00:00+00:00,Karachi,16.2,66,1016.1,1.97
2024-01-14 23:00:00+00:00,Karachi,15.6,66,1015.8,2.22
2024-01-15 00:00:00+00:00,Karachi,15.0,68,1016.0,2.42
2024-01-15 01:00:00+00:00,Karachi,14.6,73,1016.6,2.2
2024-01-15 02:00:00+00:00,Karachi,14.1,76,1017.0,2.11
2024-01-15 03:00:00+00:00,Karachi,14.7,73,1017.3,1.86
2024-01-15 04:00:00+00:00,Karachi,17.5,61,1018.0,1.52
2024-01-15 05:00:00+00:00,Karachi,20.4,51,1018.4,1.53
2024-01-15 06:00:00+00:00,Karachi,22.0,54,1018.0,1.48
2024-01-15 07:00:00+00:00,Karachi,23.0,55,1016.7,2.52
2024-01-15 08:00:00+00:00,Karachi,23.4,53,1015.6,3.77
2024-01-15 09:00:00+00:00,Karachi,23.7,56,1014.5,4.7
2024-01-15 10:00:00+00:00,Karachi,23.7,61,1013.8,4.94
2024-01-15 11:00:00+00:00,Karachi,23.3,65,1013.5,4.97
2024-01-15 12:00:00+00:00,Karachi,22.6,71,1013.6,4.55
2024-01-15 13:00:00+00:00,Karachi,22.1,76,1014.0,3.72
2024-01-15 14:00:00+00:00,Karachi,21.7,82,1014.5,2.86
2024-01-15 15:00:00+00:00,Karachi,21.3,86,1014.7,2.42
2024-01-15 16:00:00+00:00,Karachi,20.8,91,1015.0,2.05
2024-01-15 17:00:00+00:00,Karachi,20.4,93,1014.7,2.2
2024-01-15 18:00:00+00:00,Karachi,20.2,93,1014.2,2.55
2024-01-15 19:00:00+00:00,Karachi,20.0,93,1013.4,2.91
2024-01-15 20:00:00+00:00,Karachi,19.7,92,1013.0,2.91
2024-01-15 21:00:00+00:00,Karachi,19.4,90,1012.4,2.91
2024-01-15 22:00:00+00:00,Karachi,19.4,88,1012.0,3.31
2024-01-15 23:00:00+00:00,Karachi,19.4,88,1011.7,3.32
2024-01-16 00:00:00+00:00,Karachi,19.9,88,1011.3,3.31
2024-01-16 01:00:00+00:00,Karachi,19.0,89,1011.9,2.89
2024-01-16 02:00:00+00:00,Karachi,18.8,90,1012.3,2.75
2024-01-16 03:00:00+00:00,Karachi,19.4,90,1012.7,2.47
2024-01-16 04:00:00+00:00,Karachi,21.7,82,1013.4,2.51
2024-01-16 05:00:00+00:00,Karachi,23.8,72,1013.7,3.0
2024-01-16 06:00:00+00:00,Karachi,25.5,60,1013.2,5.3
2024-01-16 07:00:00+00:00,Karachi,26.0,58,1011.9,5.22
2024-01-16 08:00:00+00:00,Karachi,26.4,56,1010.7,5.46
2024-01-16 09:00:00+00:00,Karachi,26.4,56,1009.8,5.85
2024-01-16 10:00:00+00:00,Karachi,26.1,58,1009.3,5.71
2024-01-16 11:00:00+00:00,Karachi,25.5,61,1009.2,5.36
2024-01-16 12:00:00+00:00,Karachi,24.6,67,1009.2,4.9
2024-01-16 13:00:00+00:00,Karachi,23.6,74,1009.9,4.0
2024-01-16 14:00:00+00:00,Karachi,23.1,76,1010.3,2.5
2024-01-16 15:00:00+00:00,Karachi,22.4,80,1010.8,1.73
