Timestamp,City,Temperature,Humidity,Pressure,Wind_Speed,AQI,PM2.5,PM10,CO,NO2,SO2,O3,NH3,Hour,Day,Month,Weekday,AQI_Change,AQI_Moving_Average_3H,AQI_Lag_1,AQI_Lag_2,AQI_Lag_3
2024-01-01 19:00:00+00:00,Karachi,17.2,61,1017.1,2.77,5,413.37,504.28,5500.79,106.93,51.5,0.01,79.04,19,1,1,0,0.0,5.0,5.0,5.0,5.0
2024-01-01 20:00:00+00:00,Karachi,16.5,65,1017.0,2.77,5,331.22,401.86,4005.43,83.63,35.76,1.41,50.16,20,1,1,0,0.0,5.0,5.0,5.0,5.0
2024-01-01 21:00:00+00:00,Karachi,15.9,68,1016.6,2.92,5,274.87,329.22,2857.21,58.26,25.99,26.46,32.42,21,1,1,0,0.0,5.0,5.0,5.0,5.0
2024-01-01 22:00:00+00:00,Karachi,15.6,70,1016.0,3.26,5,257.11,304.0,2269.74,38.04,21.7,55.07,25.33,22,1,1,0,0.0,5.0,5.0,5.0,5.0
2024-01-01 23:00:00+00:00,Karachi,15.2,71,1015.7,3.48,5,252.74,297.31,2002.72,30.85,20.03,66.52,22.04,23,1,1,0,0.0,5.0,5.0,5.0,5.0
2024-01-02 00:00:00+00:00,Karachi,15.1,72,1015.6,3.44,5,251.38,294.79,1922.61,28.79,19.31,70.1,20.52,0,2,1,1,0.0,5.0,5.0,5.0,5.0
2024-01-02 01:00:00+00:00,Karachi,14.8,73,1015.9,3.11,5,249.82,292.29,1895.9,30.85,19.31,69.38,19.76,1,2,1,1,0.0,5.0,5.0,5.0,5.0
2024-01-02 02:00:00+00:00,Karachi,14.4,76,1016.7,2.8,5,271.15,317.58,2296.45,46.61,22.65,58.65,24.57,2,2,1,1,0.0,5.0,5.0,5.0,5.0
2024-01-02 03:00:00+00:00,Karachi,15.2,72,1017.3,2.62,5,336.95,398.27,3631.59,95.96,30.52,22.35,39.52,3,2,1,1,0.0,5.0,5.0,5.0,5.0
2024-01-02 04:00:00+00:00,Karachi,17.2,63,1017.8,2.67,5,385.19,470.26,4966.74,122.01,36.24,5.45,52.18,4,2,1,1,0.0,5.0,5.0,5.0,5.0
2024-01-02 05:00:00+00:00,Karachi,19.5,54,1018.0,2.42,5,401.5,504.96,5554.2,122.01,40.53,11.18,62.32,5,2,1,1,0.0,5.0,5.0,5.0,5.0
2024-01-02 06:00:00+00:00,Karachi,22.2,45,1017.4,2.35,5,406.94,514.36,5500.79,124.75,45.3,22.89,65.86,6,2,1,1,0.0,5.0,5.0,5.0,5.0
2024-01-02 07:00:00+00:00,Karachi,23.8,46,1016.3,1.8,5,299.24,378.55,3311.16,90.48,52.45,70.81,36.98,7,2,1,1,0.0,5.0,5.0,5.0,5.0
2024-01-02 08:00:00+00:00,Karachi,24.7,50,1015.1,0.5,5,273.95,348.26,2777.1,77.46,57.22,103.0,30.15,8,2,1,1,0.0,5.0,5.0,5.0,5.0
2024-01-02 09:00:00+00:00,Karachi,25.5,47,1014.2,1.06,5,263.9,338.32,2643.59,76.09,63.9,123.02,28.37,9,2,1,1,0.0,5.0,5.0,5.0,5.0
2024-01-02 10:00:00+00:00,Karachi,25.1,46,1013.5,4.32,5,246.38,315.86,2269.74,67.17,57.7,141.62,21.79,10,2,1,1,0.0,5.0,5.0,5.0,5.0
2024-01-02 11:00:00+00:00,Karachi,23.6,51,1013.8,6.04,5,251.18,318.93,2082.82,62.38,49.11,157.36,16.72,11,2,1,1,0.0,5.0,5.0,5.0,5.0
2024-01-02 12:00:00+00:00,Karachi,23.2,57,1014.0,3.34,5,260.27,327.6,1895.9,52.78,41.96,177.38,12.03,12,2,1,1,0.0,5.0,5.0,5.0,5.0
2024-01-02 13:00:00+00:00,Karachi,22.4,63,1014.3,2.6,5,260.29,325.43,1789.09,46.61,35.29,178.81,8.99,13,2,1,1,0.0,5.0,5.0,5.0,5.0
2024-01-02 14:00:00+00:00,Karachi,21.7,71,1015.1,2.82,5,242.82,302.89,1708.98,43.87,27.18,157.36,8.04,14,2,1,1,0.0,5.0,5.0,5.0,5.0
2024-01-02 15:00:00+00:00,Karachi,21.1,75,1015.7,2.28,5,217.43,272.41,1562.12,38.04,20.03,138.76,8.61,15,2,1,1,0.0,5.0,5.0,5.0,5.0
2024-01-02 16:00:00+00:00,Karachi,20.3,81,1015.9,1.28,5,229.27,287.98,1949.31,53.47,19.07,108.72,16.47,16,2,1,1,0.0,5.0,5.0,5.0,5.0
2024-01-02 17:00:00+00:00,Karachi,20.6,80,1015.7,0.73,5,263.82,330.87,2643.59,79.51,21.46,70.81,26.6,17,2,1,1,0.0,5.0,5.0,5.0,5.0
2024-01-02 18:00:00+00:00,Karachi,20.4,82,1015.5,0.81,5,309.96,386.95,3471.37,106.93,25.03,37.91,35.46,18,2,1,1,0.0,5.0,5.0,5.0,5.0
2024-01-02 19:00:00+00:00,Karachi,20.0,85,1015.2,0.92,5,364.68,451.06,4432.68,137.09,28.61,8.31,40.53,19,2,1,1,0.0,5.0,5.0,5.0,5.0
2024-01-02 20:00:00+00:00,Karachi,18.0,93,1015.0,1.91,5,457.85,552.56,5981.45,161.77,33.86,0.1,44.58,20,2,1,1,0.0,5.0,5.0,5.0,5.0
2024-01-02 21:00:00+00:00,Karachi,17.6,82,1015.0,3.01,5,630.7,746.34,8544.92,202.89,44.82,0.0,56.24,21,2,1,1,0.0,5.0,5.0,5.0,5.0
2024-01-02 22:00:00+00:00,Karachi,17.4,68,1014.8,2.66,5,767.98,907.69,10253.91,235.8,51.02,0.0,62.32,22,2,1,1,0.0,5.0,5.0,5.0,5.0
2024-01-02 23:00:00+00:00,Karachi,17.5,63,1014.5,2.5,5,728.08,872.04,9613.04,222.09,45.3,0.0,51.68,23,2,1,1,0.0,5.0,5.0,5.0,5.0
2024-01-03 00:00:00+00:00,Karachi,17.0,63,1014.4,2.41,5,554.47,682.45,7049.56,163.14,36.24,0.0,39.01,0,3,1,2,0.0,5.0,5.0,5.0,5.0
2024-01-03 01:00:00+00:00,Karachi,16.7,61,1015.0,2.75,5,371.45,473.78,4539.49,100.08,30.28,0.09,32.93,1,3,1,2,0.0,5.0,5.0,5.0,5.0
2024-01-03 02:00:00+00:00,Karachi,16.5,59,1015.5,2.97,5,296.24,386.33,3578.19,74.71,31.95,0.19,37.49,2,3,1,2,0.0,5.0,5.0,5.0,5.0
2024-01-03 03:00:00+00:00,Karachi,16.9,56,1015.9,3.01,5,332.59,435.2,4592.9,86.37,40.05,0.09,58.77,3,3,1,2,0.0,5.0,5.0,5.0,5.0
2024-01-03 04:00:00+00:00,Karachi,18.6,49,1016.8,3.01,5,301.41,413.32,4539.49,105.56,41.01,3.31,55.73,4,3,1,2,0.0,5.0,5.0,5.0,5.0
2024-01-03 05:00:00+00:00,Karachi,21.3,42,1017.3,3.59,5,267.61,384.6,4325.87,101.45,37.67,13.23,53.2,5,3,1,2,0.0,5.0,5.0,5.0,5.0
2024-01-03 06:00:00+00:00,Karachi,23.2,49,1016.6,3.89,5,235.39,344.44,3631.59,87.74,36.72,33.97,46.61,6,3,1,2,0.0,5.0,5.0,5.0,5.0
2024-01-03 07:00:00+00:00,Karachi,24.2,49,1015.5,3.05,5,153.42,223.76,1708.98,42.5,38.15,98.71,17.99,7,3,1,2,0.0,5.0,5.0,5.0,5.0
2024-01-03 08:00:00+00:00,Karachi,25.0,46,1014.4,2.46,5,146.41,211.93,1535.42,37.7,42.44,121.59,15.2,8,3,1,2,0.0,5.0,5.0,5.0,5.0
2024-01-03 09:00:00+00:00,Karachi,25.6,43,1013.6,2.09,5,147.11,213.07,1548.77,41.13,49.11,131.61,15.2,9,3,1,2,0.0,5.0,5.0,5.0,5.0
2024-01-03 10:00:00+00:00,Karachi,25.7,42,1012.9,1.8,5,182.71,259.81,2376.56,75.4,56.74,111.58,25.33,10,3,1,2,0.0,5.0,5.0,5.0,5.0
2024-01-03 11:00:00+00:00,Karachi,25.4,42,1012.6,1.56,5,236.54,334.54,3685.0,130.24,65.8,67.95,40.53,11,3,1,2,0.0,5.0,5.0,5.0,5.0
2024-01-03 12:00:00+00:00,Karachi,24.9,42,1012.7,1.58,5,240.75,351.73,4058.84,161.77,69.62,27.54,43.06,12,3,1,2,0.0,5.0,5.0,5.0,5.0
2024-01-03 13:00:00+00:00,Karachi,23.8,44,1013.3,2.94,5,222.13,334.42,4165.65,164.51,70.57,1.99,42.05,13,3,1,2,0.0,5.0,5.0,5.0,5.0
2024-01-03 14:00:00+00:00,Karachi,22.7,44,1014.3,4.16,5,211.34,318.38,4219.06,142.57,65.8,0.0,41.04,14,3,1,2,0.0,5.0,5.0,5.0,5.0
2024-01-03 15:00:00+00:00,Karachi,21.5,47,1015.0,4.34,5,191.22,290.68,3391.27,117.9,54.84,3.0,36.48,15,3,1,2,0.0,5.0,5.0,5.0,5.0
2024-01-03 16:00:00+00:00,Karachi,20.5,49,1015.6,4.26,5,148.47,238.96,1949.31,65.12,45.78,45.78,24.57,16,3,1,2,0.0,5.0,5.0,5.0,5.0
2024-01-03 17:00:00+00:00,Karachi,19.7,51,1015.8,4.65,5,168.79,263.89,2216.34,63.06,37.67,46.49,32.42,17,3,1,2,0.0,5.0,5.0,5.0,5.0
2024-01-03 18:00:00+00:00,Karachi,19.0,52,1015.8,4.39,5,183.84,278.91,2429.96,61.69,33.38,43.27,38.0,18,3,1,2,0.0,5.0,5.0,5.0,5.0
2024-01-03 19:00:00+00:00,Karachi,18.4,54,1015.6,4.34,5,171.01,258.15,2243.04,54.84,28.13,44.35,33.94,19,3,1,2,0.0,5.0,5.0,5.0,5.0
2024-01-03 20:00:00+00:00,Karachi,17.9,55,1015.5,4.64,5,134.03,206.73,1615.52,39.41,21.22,55.79,21.79,20,3,1,2,0.0,5.0,5.0,5.0,5.0
2024-01-03 21:00:00+00:00,Karachi,17.5,55,1015.6,4.74,5,113.74,176.08,1148.22,24.68,16.93,67.95,15.45,21,3,1,2,0.0,5.0,5.0,5.0,5.0
2024-01-03 22:00:00+00:00,Karachi,17.3,56,1015.6,4.95,5,110.52,169.02,988.01,17.65,15.5,75.1,13.93,22,3,1,2,0.0,5.0,5.0,5.0,5.0
2024-01-03 23:00:00+00:00,Karachi,17.0,59,1015.3,5.1,5,112.19,169.99,934.6,15.25,15.26,78.68,13.17,23,3,1,2,0.0,5.0,5.0,5.0,5.0
2024-01-04 00:00:00+00:00,Karachi,16.7,60,1015.4,4.74,5,116.81,175.3,907.9,14.57,15.74,81.54,12.41,0,4,1,3,0.0,5.0,5.0,5.0,5.0
2024-01-04 01:00:00+00:00,Karachi,16.0,61,1016.4,5.32,5,125.53,184.03,961.3,15.77,16.21,82.97,12.16,1,4,1,3,0.0,5.0,5.0,5.0,5.0
2024-01-04 02:00:00+00:00,Karachi,15.7,60,1017.0,5.26,5,143.43,202.41,1201.63,23.65,18.36,77.25,15.33,2,4,1,3,0.0,5.0,5.0,5.0,5.0
2024-01-04 03:00:00+00:00,Karachi,16.1,56,1017.5,4.96,5,172.4,237.66,1762.39,45.24,22.65,58.65,22.8,3,4,1,3,0.0,5.0,5.0,5.0,5.0
2024-01-04 04:00:00+00:00,Karachi,17.8,49,1018.4,4.61,5,181.02,256.28,2082.82,60.32,25.03,47.21,25.33,4,4,1,3,0.0,5.0,5.0,5.0,5.0
2024-01-04 05:00:00+00:00,Karachi,20.0,42,1018.8,4.53,5,178.72,264.69,2029.42,55.52,27.42,58.65,24.57,5,4,1,3,0.0,5.0,5.0,5.0,5.0
2024-01-04 06:00:00+00:00,Karachi,22.2,35,1018.0,5.04,5,173.2,266.61,1789.09,45.24,30.28,82.97,21.79,6,4,1,3,0.0,5.0,5.0,5.0,5.0
2024-01-04 07:00:00+00:00,Karachi,23.6,30,1017.0,5.21,5,137.65,223.15,1228.33,31.19,41.01,111.58,13.17,7,4,1,3,0.0,5.0,5.0,5.0,5.0
2024-01-04 08:00:00+00:00,Karachi,24.4,28,1015.7,4.72,5,122.5,202.52,1041.41,28.79,55.31,124.45,9.88,8,4,1,3,0.0,5.0,5.0,5.0,5.0
2024-01-04 09:00:00+00:00,Karachi,24.8,27,1014.7,4.57,5,119.04,198.82,974.66,29.13,64.85,134.47,8.23,9,4,1,3,0.0,5.0,5.0,5.0,5.0
2024-01-04 10:00:00+00:00,Karachi,25.0,27,1014.0,4.34,5,107.84,179.59,907.9,28.79,63.9,137.33,7.41,10,4,1,3,0.0,5.0,5.0,5.0,5.0
2024-01-04 11:00:00+00:00,Karachi,24.9,28,1013.6,4.34,5,99.65,165.82,921.25,31.87,63.9,130.18,7.79,11,4,1,3,0.0,5.0,5.0,5.0,5.0
2024-01-04 12:00:00+00:00,Karachi,24.2,29,1013.9,3.81,5,100.12,166.65,961.3,38.39,69.62,121.59,8.23,12,4,1,3,0.0,5.0,5.0,5.0,5.0
2024-01-04 13:00:00+00:00,Karachi,22.5,33,1014.6,4.23,5,103.69,171.96,1068.12,43.87,71.53,108.72,8.99,13,4,1,3,0.0,5.0,5.0,5.0,5.0
2024-01-04 14:00:00+00:00,Karachi,21.2,37,1015.1,4.61,5,109.88,179.2,1134.87,43.53,63.9,100.14,9.12,14,4,1,3,0.0,5.0,5.0,5.0,5.0
2024-01-04 15:00:00+00:00,Karachi,20.1,43,1015.7,4.73,5,118.33,188.23,1134.87,38.04,56.74,98.71,9.75,15,4,1,3,0.0,5.0,5.0,5.0,5.0
2024-01-04 16:00:00+00:00,Karachi,19.3,48,1016.2,5.17,5,154.69,236.24,1575.47,47.98,46.73,80.82,17.73,16,4,1,3,0.0,5.0,5.0,5.0,5.0
2024-01-04 17:00:00+00:00,Karachi,18.3,52,1016.4,5.13,5,187.29,275.83,1922.61,49.35,36.72,70.81,24.57,17,4,1,3,0.0,5.0,5.0,5.0,5.0
2024-01-04 18:00:00+00:00,Karachi,17.6,56,1016.5,4.65,5,206.44,293.57,2082.82,47.3,30.99,68.66,27.61,18,4,1,3,0.0,5.0,5.0,5.0,5.0
2024-01-04 19:00:00+00:00,Karachi,17.1,58,1016.2,4.81,5,212.66,295.6,2082.82,46.61,26.46,66.52,26.35,19,4,1,3,0.0,5.0,5.0,5.0,5.0
2024-01-04 20:00:00+00:00,Karachi,16.6,60,1016.0,4.59,5,197.28,270.44,1815.8,39.07,21.46,70.1,19.51,20,4,1,3,0.0,5.0,5.0,5.0,5.0
2024-01-04 21:00:00+00:00,Karachi,16.2,62,1016.0,4.3,5,185.65,250.66,1522.06,29.13,18.6,77.25,15.33,21,4,1,3,0.0,5.0,5.0,5.0,5.0
2024-01-04 22:00:00+00:00,Karachi,15.8,63,1015.8,4.13,5,186.51,247.79,1428.6,23.65,17.88,80.11,15.45,22,4,1,3,0.0,5.0,5.0,5.0,5.0
2024-01-04 23:00:00+00:00,Karachi,15.6,64,1015.4,4.08,5,190.96,250.15,1441.96,21.59,17.64,79.39,16.47,23,4,1,3,0.0,5.0,5.0,5.0,5.0
2024-01-05 00:00:00+00:00,Karachi,15.3,65,1015.6,4.0,5,195.2,254.16,1468.66,21.59,17.88,77.96,17.23,0,5,1,4,0.0,5.0,5.0,5.0,5.0
2024-01-05 01:00:00+00:00,Karachi,14.2,71,1016.1,3.97,5,200.68,259.64,1535.42,24.33,18.36,74.39,18.24,1,5,1,4,0.0,5.0,5.0,5.0,5.0
2024-01-05 02:00:00+00:00,Karachi,14.1,72,1016.7,4.0,5,216.91,278.89,1842.5,35.3,20.27,65.8,22.04,2,5,1,4,0.0,5.0,5.0,5.0,5.0
2024-01-05 03:00:00+00:00,Karachi,14.7,68,1017.0,3.94,5,260.06,334.15,2696.99,69.92,25.75,40.05,32.42,3,5,1,4,0.0,5.0,5.0,5.0,5.0
2024-01-05 04:00:00+00:00,Karachi,16.4,60,1017.9,4.0,5,272.92,357.72,3231.05,91.85,29.8,23.6,35.46,4,5,1,4,0.0,5.0,5.0,5.0,5.0
2024-01-05 05:00:00+00:00,Karachi,19.1,49,1018.3,3.91,5,267.81,355.88,3204.35,85.0,32.42,33.62,35.46,5,5,1,4,0.0,5.0,5.0,5.0,5.0
2024-01-05 06:00:00+00:00,Karachi,21.4,39,1017.8,4.02,5,262.55,349.68,2883.91,71.29,35.29,58.65,33.44,6,5,1,4,0.0,5.0,5.0,5.0,5.0
2024-01-05 07:00:00+00:00,Karachi,23.1,34,1016.6,3.35,5,192.4,256.77,1735.69,42.5,45.78,101.57,17.23,7,5,1,4,0.0,5.0,5.0,5.0,5.0
2024-01-05 08:00:00+00:00,Karachi,23.9,35,1015.5,2.69,5,162.59,216.77,1388.55,33.24,48.64,120.16,12.16,8,5,1,4,0.0,5.0,5.0,5.0,5.0
2024-01-05 09:00:00+00:00,Karachi,24.5,36,1014.5,2.08,5,157.61,210.77,1321.79,31.53,47.21,130.18,11.15,9,5,1,4,0.0,5.0,5.0,5.0,5.0
2024-01-05 10:00:00+00:00,Karachi,24.8,37,1014.2,1.42,5,202.14,265.2,2376.56,73.34,52.45,101.57,25.33,10,5,1,4,0.0,5.0,5.0,5.0,5.0
2024-01-05 11:00:00+00:00,Karachi,24.7,39,1014.1,0.45,5,280.23,361.46,4272.46,146.69,67.71,49.35,50.16,11,5,1,4,0.0,5.0,5.0,5.0,5.0
2024-01-05 12:00:00+00:00,Karachi,24.0,41,1014.5,2.68,5,320.52,415.76,5393.98,194.67,79.15,13.41,63.84,12,5,1,4,0.0,5.0,5.0,5.0,5.0
2024-01-05 13:00:00+00:00,Karachi,22.8,42,1014.7,2.0,5,339.38,446.3,6248.47,213.86,86.78,0.92,71.94,13,5,1,4,0.0,5.0,5.0,5.0,5.0
2024-01-05 14:00:00+00:00,Karachi,21.7,49,1015.6,0.22,5,371.58,489.68,7263.18,213.86,92.51,0.0,82.08,14,5,1,4,0.0,5.0,5.0,5.0,5.0
2024-01-05 15:00:00+00:00,Karachi,20.9,48,1016.2,3.07,5,371.86,490.39,6942.75,194.67,88.69,0.0,82.08,15,5,1,4,0.0,5.0,5.0,5.0,5.0
2024-01-05 16:00:00+00:00,Karachi,19.9,50,1016.9,4.52,5,244.01,335.45,3578.19,128.87,61.04,6.53,41.04,16,5,1,4,0.0,5.0,5.0,5.0,5.0
2024-01-05 17:00:00+00:00,Karachi,18.9,55,1017.4,4.62,5,212.09,294.14,2563.48,74.71,41.96,36.48,31.16,17,5,1,4,0.0,5.0,5.0,5.0,5.0
2024-01-05 18:00:00+00:00,Karachi,18.2,58,1017.6,4.57,5,193.65,264.26,2162.93,47.3,30.99,57.22,26.35,18,5,1,4,0.0,5.0,5.0,5.0,5.0
2024-01-05 19:00:00+00:00,Karachi,17.7,60,1017.5,4.53,5,169.25,228.91,1735.69,33.93,24.32,70.1,19.0,19,5,1,4,0.0,5.0,5.0,5.0,5.0
2024-01-05 20:00:00+00:00,Karachi,17.3,61,1017.4,4.96,5,146.42,197.92,1335.14,23.31,19.07,82.25,11.4,20,5,1,4,0.0,5.0,5.0,5.0,5.0
2024-01-05 21:00:00+00:00,Karachi,16.8,61,1017.0,5.28,5,136.32,185.02,1081.47,13.54,13.71,92.98,7.79,21,5,1,4,0.0,5.0,5.0,5.0,5.0
2024-01-05 22:00:00+00:00,Karachi,16.4,61,1016.8,5.48,5,135.54,185.06,1001.36,9.85,11.32,95.84,7.22,22,5,1,4,0.0,5.0,5.0,5.0,5.0
2024-01-05 23:00:00+00:00,Karachi,16.0,66,1016.6,5.24,5,137.14,186.43,988.01,9.34,11.09,94.41,7.54,23,5,1,4,0.0,5.0,5.0,5.0,5.0
2024-01-06 00:00:00+00:00,Karachi,15.7,71,1016.7,5.09,5,143.42,189.8,1014.71,9.68,11.44,92.98,7.41,0,6,1,5,0.0,5.0,5.0,5.0,5.0
2024-01-06 01:00:00+00:00,Karachi,16.0,68,1017.1,5.16,5,154.34,195.61,1068.12,10.97,12.4,92.98,6.97,1,6,1,5,0.0,5.0,5.0,5.0,5.0
2024-01-06 02:00:00+00:00,Karachi,15.6,68,1017.6,5.09,5,169.24,205.85,1228.33,16.45,14.42,88.69,8.61,2,6,1,5,0.0,5.0,5.0,5.0,5.0
2024-01-06 03:00:00+00:00,Karachi,16.0,66,1018.3,5.17,5,188.02,224.87,1615.52,31.53,17.4,74.39,13.93,3,6,1,5,0.0,5.0,5.0,5.0,5.0
2024-01-06 04:00:00+00:00,Karachi,17.9,58,1018.6,5.45,5,192.51,230.05,1869.2,43.87,19.31,64.37,16.47,4,6,1,5,0.0,5.0,5.0,5.0,5.0
2024-01-06 05:00:00+00:00,Karachi,20.4,51,1019.2,5.76,5,190.36,226.98,1842.5,39.76,21.22,74.39,15.45,5,6,1,5,0.0,5.0,5.0,5.0,5.0
2024-01-06 06:00:00+00:00,Karachi,22.3,45,1018.8,6.28,5,189.91,224.2,1628.88,30.16,23.6,98.71,12.03,6,6,1,5,0.0,5.0,5.0,5.0,5.0
2024-01-06 07:00:00+00:00,Karachi,23.5,41,1017.7,6.18,5,164.55,190.57,1201.63,18.85,26.23,125.89,4.69,7,6,1,5,0.0,5.0,5.0,5.0,5.0
2024-01-06 08:00:00+00:00,Karachi,24.4,38,1016.5,5.77,5,152.83,175.94,1081.47,16.11,28.13,137.33,3.36,8,6,1,5,0.0,5.0,5.0,5.0,5.0
2024-01-06 09:00:00+00:00,Karachi,25.0,36,1015.6,5.5,5,149.86,172.73,1041.41,15.59,28.85,141.62,2.85,9,6,1,5,0.0,5.0,5.0,5.0,5.0
2024-01-06 10:00:00+00:00,Karachi,25.2,36,1015.0,5.15,5,134.25,154.85,1001.36,15.94,26.46,138.76,2.66,10,6,1,5,0.0,5.0,5.0,5.0,5.0
2024-01-06 11:00:00+00:00,Karachi,25.0,36,1015.2,5.15,5,117.96,137.1,988.01,18.51,25.99,127.32,3.26,11,6,1,5,0.0,5.0,5.0,5.0,5.0
2024-01-06 12:00:00+00:00,Karachi,24.3,38,1015.6,5.12,5,114.99,134.83,1014.71,22.96,29.09,115.87,3.83,12,6,1,5,0.0,5.0,5.0,5.0,5.0
2024-01-06 13:00:00+00:00,Karachi,22.1,43,1016.8,5.03,5,116.81,137.7,1081.47,27.08,30.99,104.43,4.43,13,6,1,5,0.0,5.0,5.0,5.0,5.0
2024-01-06 14:00:00+00:00,Karachi,21.1,47,1017.6,5.19,5,123.6,145.89,1094.82,26.05,28.85,98.71,4.88,14,6,1,5,0.0,5.0,5.0,5.0,5.0
2024-01-06 15:00:00+00:00,Karachi,20.2,50,1018.2,5.1,5,130.62,153.83,1054.76,21.08,26.7,101.57,4.94,15,6,1,5,0.0,5.0,5.0,5.0,5.0
2024-01-06 16:00:00+00:00,Karachi,19.2,55,1018.4,5.3,5,156.15,184.95,1214.98,23.31,29.8,98.71,7.6,16,6,1,5,0.0,5.0,5.0,5.0,5.0
2024-01-06 17:00:00+00:00,Karachi,18.4,58,1018.5,5.52,5,172.64,205.41,1295.09,23.31,28.37,95.84,9.63,17,6,1,5,0.0,5.0,5.0,5.0,5.0
2024-01-06 18:00:00+00:00,Karachi,17.7,61,1018.2,5.36,5,169.78,203.72,1295.09,22.28,25.51,94.41,10.51,18,6,1,5,0.0,5.0,5.0,5.0,5.0
2024-01-06 19:00:00+00:00,Karachi,17.2,62,1017.8,5.2,5,154.66,187.44,1174.93,20.05,22.17,94.41,8.99,19,6,1,5,0.0,5.0,5.0,5.0,5.0
2024-01-06 20:00:00+00:00,Karachi,16.6,62,1017.6,4.83,5,137.91,168.24,974.66,15.08,18.84,95.84,5.83,20,6,1,5,0.0,5.0,5.0,5.0,5.0
2024-01-06 21:00:00+00:00,Karachi,16.2,64,1017.2,4.88,5,135.07,165.52,881.2,10.97,17.17,98.71,5.07,21,6,1,5,0.0,5.0,5.0,5.0,5.0
2024-01-06 22:00:00+00:00,Karachi,15.9,65,1017.0,4.95,5,143.06,174.38,894.55,9.51,16.93,100.14,5.26,22,6,1,5,0.0,5.0,5.0,5.0,5.0
2024-01-06 23:00:00+00:00,Karachi,15.6,66,1016.7,5.02,5,155.79,187.92,934.6,9.34,17.4,100.14,5.51,23,6,1,5,0.0,5.0,5.0,5.0,5.0
2024-01-07 00:00:00+00:00,Karachi,15.2,67,1016.8,5.02,5,164.29,196.3,961.3,9.68,17.88,100.14,5.83,0,7,1,6,0.0,5.0,5.0,5.0,5.0
2024-01-07 01:00:00+00:00,Karachi,14.8,67,1017.9,5.17,5,167.7,199.36,1001.36,10.97,18.36,98.71,6.33,1,7,1,6,0.0,5.0,5.0,5.0,5.0
